"","panel","gene"
"1200","Early_onset_dystonia.rds","COL5A1"
"1201","Early_onset_dystonia.rds","COL5A2"
"1202","Early_onset_dystonia.rds","COL5A3"
"1203","Early_onset_dystonia.rds","COL6A1"
"1204","Early_onset_dystonia.rds","COL6A2"
"1205","Early_onset_dystonia.rds","COL9A1"
"1206","Early_onset_dystonia.rds","COL9A3"
"1207","Early_onset_dystonia.rds","COPZ1"
"1208","Early_onset_dystonia.rds","CPS1"
"1209","Early_onset_dystonia.rds","CPSF7"
"1210","Early_onset_dystonia.rds","CPT1A"
"1211","Early_onset_dystonia.rds","CPT1C"
"1212","Early_onset_dystonia.rds","CPVL"
"1213","Early_onset_dystonia.rds","CSF1R"
"1214","Early_onset_dystonia.rds","CSF2RA"
"1215","Early_onset_dystonia.rds","CSRP1"
"1216","Early_onset_dystonia.rds","CTBP2"
"1217","Early_onset_dystonia.rds","CTSB"
"1218","Early_onset_dystonia.rds","CUTA"
"1219","Early_onset_dystonia.rds","CYB5RL"
"1220","Early_onset_dystonia.rds","CYBB"
"1221","Early_onset_dystonia.rds","D2HGDH"
"1222","Early_onset_dystonia.rds","DAAM1"
"1223","Early_onset_dystonia.rds","DAAM2"
"1224","Early_onset_dystonia.rds","DAG1"
"1225","Early_onset_dystonia.rds","DAXX"
"1226","Early_onset_dystonia.rds","DCUN1D4"
"1227","Early_onset_dystonia.rds","DDHD1"
"1228","Early_onset_dystonia.rds","DDR2"
"1229","Early_onset_dystonia.rds","DDX41"
"1230","Early_onset_dystonia.rds","DECR1"
"1231","Early_onset_dystonia.rds","DGKA"
"1232","Early_onset_dystonia.rds","DHCR7"
"1233","Early_onset_dystonia.rds","DLK1"
"1234","Early_onset_dystonia.rds","DLL4"
"1235","Early_onset_dystonia.rds","DLX1"
"1236","Early_onset_dystonia.rds","DMAP1"
"1237","Early_onset_dystonia.rds","DMGDH"
"1238","Early_onset_dystonia.rds","DNMT3B"
"1239","Early_onset_dystonia.rds","DOK4"
"1240","Early_onset_dystonia.rds","DPAGT1"
"1241","Early_onset_dystonia.rds","DPF1"
"1242","Early_onset_dystonia.rds","DPF2"
"1243","Early_onset_dystonia.rds","DPYSL2"
"1244","Early_onset_dystonia.rds","DPYSL5"
"1245","Early_onset_dystonia.rds","DTNA"
"1246","Early_onset_dystonia.rds","DUOX1"
"1247","Early_onset_dystonia.rds","EBPL"
"1248","Early_onset_dystonia.rds","ECE1"
"1249","Early_onset_dystonia.rds","EDN3"
"1250","Early_onset_dystonia.rds","EFEMP2"
"1251","Early_onset_dystonia.rds","EGF"
"1252","Early_onset_dystonia.rds","EGFR"
"1253","Early_onset_dystonia.rds","EIF2B2"
"1254","Early_onset_dystonia.rds","EIF2B4"
"1255","Early_onset_dystonia.rds","EIF2S1"
"1256","Early_onset_dystonia.rds","EIF4ENIF1"
"1257","Early_onset_dystonia.rds","EIF5"
"1258","Early_onset_dystonia.rds","ELP3"
"1259","Early_onset_dystonia.rds","ENG"
"1260","Early_onset_dystonia.rds","ENO3"
"1261","Early_onset_dystonia.rds","EP300"
"1262","Early_onset_dystonia.rds","EPB41"
"1263","Early_onset_dystonia.rds","EPB41L1"
"1264","Early_onset_dystonia.rds","EPB41L2"
"1265","Early_onset_dystonia.rds","ERBB3"
"1266","Early_onset_dystonia.rds","ERCC6"
"1267","Early_onset_dystonia.rds","ERLIN2"
"1268","Early_onset_dystonia.rds","ESR2"
"1269","Early_onset_dystonia.rds","ETFDH"
"1270","Early_onset_dystonia.rds","EXOC7"
"1271","Early_onset_dystonia.rds","EXT2"
"1272","Early_onset_dystonia.rds","EYA1"
"1273","Early_onset_dystonia.rds","F9"
"1274","Early_onset_dystonia.rds","FANCA"
"1275","Early_onset_dystonia.rds","FBLN1"
"1276","Early_onset_dystonia.rds","FBN1"
"1277","Early_onset_dystonia.rds","FBXL19"
"1278","Early_onset_dystonia.rds","FES"
"1279","Early_onset_dystonia.rds","FGF1"
"1280","Early_onset_dystonia.rds","FGFR1"
"1281","Early_onset_dystonia.rds","FGFR2"
"1282","Early_onset_dystonia.rds","FGFR3"
"1283","Early_onset_dystonia.rds","FGFR4"
"1284","Early_onset_dystonia.rds","FHL1"
"1285","Early_onset_dystonia.rds","FHL2"
"1286","Early_onset_dystonia.rds","FLAD1"
"1287","Early_onset_dystonia.rds","FLNC"
"1288","Early_onset_dystonia.rds","FLT3LG"
"1289","Early_onset_dystonia.rds","FLT4"
"1290","Early_onset_dystonia.rds","FNTA"
"1291","Early_onset_dystonia.rds","FOXM1"
"1292","Early_onset_dystonia.rds","FOXP1"
"1293","Early_onset_dystonia.rds","FRMD4B"
"1294","Early_onset_dystonia.rds","FRMD5"
"1295","Early_onset_dystonia.rds","FRMD6"
"1296","Early_onset_dystonia.rds","FURIN"
"1297","Early_onset_dystonia.rds","FZD6"
"1298","Early_onset_dystonia.rds","G6PD"
"1299","Early_onset_dystonia.rds","GAK"
"1300","Early_onset_dystonia.rds","GALK2"
"1301","Early_onset_dystonia.rds","GALT"
"1302","Early_onset_dystonia.rds","GANAB"
"1303","Early_onset_dystonia.rds","GAPVD1"
"1304","Early_onset_dystonia.rds","GATA2"
"1305","Early_onset_dystonia.rds","GCK"
"1306","Early_onset_dystonia.rds","GCKR"
"1307","Early_onset_dystonia.rds","GDA"
"1308","Early_onset_dystonia.rds","GDI2"
"1309","Early_onset_dystonia.rds","GFAP"
"1310","Early_onset_dystonia.rds","GLB1"
"1311","Early_onset_dystonia.rds","GLDC"
"1312","Early_onset_dystonia.rds","GLG1"
"1313","Early_onset_dystonia.rds","GMPR2"
"1314","Early_onset_dystonia.rds","GNA11"
"1315","Early_onset_dystonia.rds","GNAL"
"1316","Early_onset_dystonia.rds","GNS"
"1317","Early_onset_dystonia.rds","GP2"
"1318","Early_onset_dystonia.rds","GPAA1"
"1319","Early_onset_dystonia.rds","GPM6B"
"1320","Early_onset_dystonia.rds","GPS1"
"1321","Early_onset_dystonia.rds","GRB10"
"1322","Early_onset_dystonia.rds","GRB2"
"1323","Early_onset_dystonia.rds","GRIPAP1"
"1324","Early_onset_dystonia.rds","GUSB"
"1325","Early_onset_dystonia.rds","HBS1L"
"1326","Early_onset_dystonia.rds","HELLS"
"1327","Early_onset_dystonia.rds","HEPH"
"1328","Early_onset_dystonia.rds","HFE"
"1329","Early_onset_dystonia.rds","HGF"
"1330","Early_onset_dystonia.rds","HMGCL"
"1331","Early_onset_dystonia.rds","HNF4A"
"1332","Early_onset_dystonia.rds","HNRNPA1"
"1333","Early_onset_dystonia.rds","HNRNPD"
"1334","Early_onset_dystonia.rds","HOMER3"
"1335","Early_onset_dystonia.rds","HRAS"
"1336","Early_onset_dystonia.rds","HSD17B4"
"1337","Early_onset_dystonia.rds","HSF1"
"1338","Early_onset_dystonia.rds","HSP90B1"
"1339","Early_onset_dystonia.rds","IDS"
"1340","Early_onset_dystonia.rds","INPP5B"
"1341","Early_onset_dystonia.rds","INPP5K"
"1342","Early_onset_dystonia.rds","INPPL1"
"1343","Early_onset_dystonia.rds","INSR"
"1344","Early_onset_dystonia.rds","INTS10"
"1345","Early_onset_dystonia.rds","IRF3"
"1346","Early_onset_dystonia.rds","IRF5"
"1347","Early_onset_dystonia.rds","ITGA2"
"1348","Early_onset_dystonia.rds","ITGA2B"
"1349","Early_onset_dystonia.rds","ITGA6"
"1350","Early_onset_dystonia.rds","ITGAM"
"1351","Early_onset_dystonia.rds","ITGAV"
"1352","Early_onset_dystonia.rds","ITGB2"
"1353","Early_onset_dystonia.rds","ITGB4"
"1354","Early_onset_dystonia.rds","ITPK1"
"1355","Early_onset_dystonia.rds","ITPR3"
"1356","Early_onset_dystonia.rds","IVD"
"1357","Early_onset_dystonia.rds","JAG2"
"1358","Early_onset_dystonia.rds","JAK3"
"1359","Early_onset_dystonia.rds","KCNH2"
"1360","Early_onset_dystonia.rds","KCNJ1"
"1361","Early_onset_dystonia.rds","KCNJ15"
"1362","Early_onset_dystonia.rds","KDM5A"
"1363","Early_onset_dystonia.rds","KDR"
"1364","Early_onset_dystonia.rds","KIT"
"1365","Early_onset_dystonia.rds","KRT14"
"1366","Early_onset_dystonia.rds","KRT5"
"1367","Early_onset_dystonia.rds","LAMA4"
"1368","Early_onset_dystonia.rds","LAT"
"1369","Early_onset_dystonia.rds","LCLAT1"
"1370","Early_onset_dystonia.rds","LDB3"
"1371","Early_onset_dystonia.rds","LDHA"
"1372","Early_onset_dystonia.rds","LDLR"
"1373","Early_onset_dystonia.rds","LEF1"
"1374","Early_onset_dystonia.rds","LGR6"
"1375","Early_onset_dystonia.rds","LIMS2"
"1376","Early_onset_dystonia.rds","LMNA"
"1377","Early_onset_dystonia.rds","LONP1"
"1378","Early_onset_dystonia.rds","LRP2"
"1379","Early_onset_dystonia.rds","LRP4"
"1380","Early_onset_dystonia.rds","LRP5"
"1381","Early_onset_dystonia.rds","LRP6"
"1382","Early_onset_dystonia.rds","LRP8"
"1383","Early_onset_dystonia.rds","LTBP2"
"1384","Early_onset_dystonia.rds","LTK"
"1385","Early_onset_dystonia.rds","LUC7L"
"1386","Early_onset_dystonia.rds","MAN2A2"
"1387","Early_onset_dystonia.rds","MAP2K2"
"1388","Early_onset_dystonia.rds","MAPK8"
"1389","Early_onset_dystonia.rds","MAPKAP1"
"1390","Early_onset_dystonia.rds","MAPT"
"1391","Early_onset_dystonia.rds","MASP1"
"1392","Early_onset_dystonia.rds","MAT1A"
"1393","Early_onset_dystonia.rds","MATK"
"1394","Early_onset_dystonia.rds","MATN2"
"1395","Early_onset_dystonia.rds","MBD1"
"1396","Early_onset_dystonia.rds","MBD3"
"1397","Early_onset_dystonia.rds","MBD6"
"1398","Early_onset_dystonia.rds","MBP"
"1399","Early_onset_dystonia.rds","MCFD2"
"1400","Early_onset_dystonia.rds","MCRS1"
"1401","Early_onset_dystonia.rds","MDH1"
"1402","Early_onset_dystonia.rds","MDK"
"1403","Early_onset_dystonia.rds","MED8"
"1404","Early_onset_dystonia.rds","MEN1"
"1405","Early_onset_dystonia.rds","MFAP5"
"1406","Early_onset_dystonia.rds","MFGE8"
"1407","Early_onset_dystonia.rds","MFN2"
"1408","Early_onset_dystonia.rds","MIB2"
"1409","Early_onset_dystonia.rds","MITF"
"1410","Early_onset_dystonia.rds","MLF2"
"1411","Early_onset_dystonia.rds","MLH1"
"1412","Early_onset_dystonia.rds","MLST8"
"1413","Early_onset_dystonia.rds","MMAB"
"1414","Early_onset_dystonia.rds","MME"
"1415","Early_onset_dystonia.rds","MOV10"
"1416","Early_onset_dystonia.rds","MPDU1"
"1417","Early_onset_dystonia.rds","MPP2"
"1418","Early_onset_dystonia.rds","MPV17"
"1419","Early_onset_dystonia.rds","MRPL15"
"1420","Early_onset_dystonia.rds","MRPL42"
"1421","Early_onset_dystonia.rds","MSH6"
"1422","Early_onset_dystonia.rds","MST1"
"1423","Early_onset_dystonia.rds","MTMR1"
"1424","Early_onset_dystonia.rds","MTMR2"
"1425","Early_onset_dystonia.rds","MTMR3"
"1426","Early_onset_dystonia.rds","MUTYH"
"1427","Early_onset_dystonia.rds","MVK"
"1428","Early_onset_dystonia.rds","MYH1"
"1429","Early_onset_dystonia.rds","MYH11"
"1430","Early_onset_dystonia.rds","MYH2"
"1431","Early_onset_dystonia.rds","MYH6"
"1432","Early_onset_dystonia.rds","MYH7"
"1433","Early_onset_dystonia.rds","MYL4"
"1434","Early_onset_dystonia.rds","MYL6"
"1435","Early_onset_dystonia.rds","MYO1C"
"1436","Early_onset_dystonia.rds","MYO7A"
"1437","Early_onset_dystonia.rds","MYOCD"
"1438","Early_onset_dystonia.rds","N4BP2L2"
"1439","Early_onset_dystonia.rds","NADSYN1"
"1440","Early_onset_dystonia.rds","NAT9"
"1441","Early_onset_dystonia.rds","NCAPH2"
"1442","Early_onset_dystonia.rds","NDUFS8"
"1443","Early_onset_dystonia.rds","NDUFV1"
"1444","Early_onset_dystonia.rds","NEDD4"
"1445","Early_onset_dystonia.rds","NEU3"
"1446","Early_onset_dystonia.rds","NF2"
"1447","Early_onset_dystonia.rds","NFRKB"
"1448","Early_onset_dystonia.rds","NIPBL"
"1449","Early_onset_dystonia.rds","NNT"
"1450","Early_onset_dystonia.rds","NOTCH3"
"1451","Early_onset_dystonia.rds","NPHP4"
"1452","Early_onset_dystonia.rds","NPNT"
"1453","Early_onset_dystonia.rds","NR1H3"
"1454","Early_onset_dystonia.rds","NR1H4"
"1455","Early_onset_dystonia.rds","NR1I3"
"1456","Early_onset_dystonia.rds","NR2F2"
"1457","Early_onset_dystonia.rds","NR4A2"
"1458","Early_onset_dystonia.rds","NR5A1"
"1459","Early_onset_dystonia.rds","NRP2"
"1460","Early_onset_dystonia.rds","NTRK1"
"1461","Early_onset_dystonia.rds","NTRK2"
"1462","Early_onset_dystonia.rds","NUMBL"
"1463","Early_onset_dystonia.rds","NUP214"
"1464","Early_onset_dystonia.rds","NUP54"
"1465","Early_onset_dystonia.rds","NUP98"
"1466","Early_onset_dystonia.rds","NVL"
"1467","Early_onset_dystonia.rds","OCRL"
"1468","Early_onset_dystonia.rds","OPA1"
"1469","Early_onset_dystonia.rds","P4HTM"
"1470","Early_onset_dystonia.rds","PACRGL"
"1471","Early_onset_dystonia.rds","PAH"
"1472","Early_onset_dystonia.rds","PARK7"
"1473","Early_onset_dystonia.rds","PAX8"
"1474","Early_onset_dystonia.rds","PBX3"
"1475","Early_onset_dystonia.rds","PC"
"1476","Early_onset_dystonia.rds","PCCB"
"1477","Early_onset_dystonia.rds","PCIF1"
"1478","Early_onset_dystonia.rds","PDE1B"
"1479","Early_onset_dystonia.rds","PDE5A"
"1480","Early_onset_dystonia.rds","PDE7A"
"1481","Early_onset_dystonia.rds","PDE8B"
"1482","Early_onset_dystonia.rds","PDHA1"
"1483","Early_onset_dystonia.rds","PDLIM7"
"1484","Early_onset_dystonia.rds","PDS5A"
"1485","Early_onset_dystonia.rds","PDS5B"
"1486","Early_onset_dystonia.rds","PEX5"
"1487","Early_onset_dystonia.rds","PEX5L"
"1488","Early_onset_dystonia.rds","PFKM"
"1489","Early_onset_dystonia.rds","PGF"
"1490","Early_onset_dystonia.rds","PHB"
"1491","Early_onset_dystonia.rds","PHB2"
"1492","Early_onset_dystonia.rds","PHF11"
"1493","Early_onset_dystonia.rds","PHF21B"
"1494","Early_onset_dystonia.rds","PHKA2"
"1495","Early_onset_dystonia.rds","PHKB"
"1496","Early_onset_dystonia.rds","PHYHD1"
"1497","Early_onset_dystonia.rds","PI4K2A"
"1498","Early_onset_dystonia.rds","PIGH"
"1499","Early_onset_dystonia.rds","PIK3R1"
"1500","Early_onset_dystonia.rds","PKD1"
"1501","Early_onset_dystonia.rds","PKNOX1"
"1502","Early_onset_dystonia.rds","PLEC"
"1503","Early_onset_dystonia.rds","PLEKHB1"
"1504","Early_onset_dystonia.rds","PLG"
"1505","Early_onset_dystonia.rds","PLP1"
"1506","Early_onset_dystonia.rds","PLS1"
"1507","Early_onset_dystonia.rds","PML"
"1508","Early_onset_dystonia.rds","PNPLA8"
"1509","Early_onset_dystonia.rds","POLR2H"
"1510","Early_onset_dystonia.rds","POR"
"1511","Early_onset_dystonia.rds","PORCN"
"1512","Early_onset_dystonia.rds","POSTN"
"1513","Early_onset_dystonia.rds","POU2F2"
"1514","Early_onset_dystonia.rds","PPARD"
"1515","Early_onset_dystonia.rds","PPHLN1"
"1516","Early_onset_dystonia.rds","PPOX"
"1517","Early_onset_dystonia.rds","PPP2R1B"
"1518","Early_onset_dystonia.rds","PPP2R5E"
"1519","Early_onset_dystonia.rds","PPP3R1"
"1520","Early_onset_dystonia.rds","PRKAG1"
"1521","Early_onset_dystonia.rds","PRKAG2"
"1522","Early_onset_dystonia.rds","PRKAR1A"
"1523","Early_onset_dystonia.rds","PRKAR1B"
"1524","Early_onset_dystonia.rds","PROS1"
"1525","Early_onset_dystonia.rds","PRPF3"
"1526","Early_onset_dystonia.rds","PRR5L"
"1527","Early_onset_dystonia.rds","PSEN2"
"1528","Early_onset_dystonia.rds","PSMC2"
"1529","Early_onset_dystonia.rds","PSME3"
"1530","Early_onset_dystonia.rds","PSRC1"
"1531","Early_onset_dystonia.rds","PTCH1"
"1532","Early_onset_dystonia.rds","PTDSS2"
"1533","Early_onset_dystonia.rds","PTK7"
"1534","Early_onset_dystonia.rds","PTOV1"
"1535","Early_onset_dystonia.rds","PTP4A2"
"1536","Early_onset_dystonia.rds","PTPN2"
"1537","Early_onset_dystonia.rds","PTPRA"
"1538","Early_onset_dystonia.rds","PTPRO"
"1539","Early_onset_dystonia.rds","QDPR"
"1540","Early_onset_dystonia.rds","QKI"
"1541","Early_onset_dystonia.rds","RAB11FIP4"
"1542","Early_onset_dystonia.rds","RAP1B"
"1543","Early_onset_dystonia.rds","RAP1GAP"
"1544","Early_onset_dystonia.rds","RARG"
"1545","Early_onset_dystonia.rds","RASSF8"
"1546","Early_onset_dystonia.rds","RCC1"
"1547","Early_onset_dystonia.rds","REEP1"
"1548","Early_onset_dystonia.rds","RET"
"1549","Early_onset_dystonia.rds","RGMA"
"1550","Early_onset_dystonia.rds","RIC8B"
"1551","Early_onset_dystonia.rds","RNF14"
"1552","Early_onset_dystonia.rds","RNF213"
"1553","Early_onset_dystonia.rds","RNF220"
"1554","Early_onset_dystonia.rds","RORC"
"1555","Early_onset_dystonia.rds","RPL17"
"1556","Early_onset_dystonia.rds","RPL18"
"1557","Early_onset_dystonia.rds","RPL23"
"1558","Early_onset_dystonia.rds","RPLP0"
"1559","Early_onset_dystonia.rds","RPN1"
"1560","Early_onset_dystonia.rds","RPS15A"
"1561","Early_onset_dystonia.rds","RPS2"
"1562","Early_onset_dystonia.rds","RPS3"
"1563","Early_onset_dystonia.rds","RPS9"
"1564","Early_onset_dystonia.rds","RRM2B"
"1565","Early_onset_dystonia.rds","RTEL1"
"1566","Early_onset_dystonia.rds","RYR3"
"1567","Early_onset_dystonia.rds","SAMD4A"
"1568","Early_onset_dystonia.rds","SAP130"
"1569","Early_onset_dystonia.rds","SAP30BP"
"1570","Early_onset_dystonia.rds","SAR1B"
"1571","Early_onset_dystonia.rds","SCML1"
"1572","Early_onset_dystonia.rds","SCN3A"
"1573","Early_onset_dystonia.rds","SCUBE3"
"1574","Early_onset_dystonia.rds","SDHC"
"1575","Early_onset_dystonia.rds","SDSL"
"1576","Early_onset_dystonia.rds","SEC61A2"
"1577","Early_onset_dystonia.rds","SERPINF2"
"1578","Early_onset_dystonia.rds","SERPING1"
"1579","Early_onset_dystonia.rds","SETX"
"1580","Early_onset_dystonia.rds","SGCA"
"1581","Early_onset_dystonia.rds","SHANK3"
"1582","Early_onset_dystonia.rds","SHMT2"
"1583","Early_onset_dystonia.rds","SIX1"
"1584","Early_onset_dystonia.rds","SKIL"
"1585","Early_onset_dystonia.rds","SLC12A1"
"1586","Early_onset_dystonia.rds","SLC12A4"
"1587","Early_onset_dystonia.rds","SLC20A2"
"1588","Early_onset_dystonia.rds","SLC26A4"
"1589","Early_onset_dystonia.rds","SLC26A6"
"1590","Early_onset_dystonia.rds","SLC3A2"
"1591","Early_onset_dystonia.rds","SLC40A1"
"1592","Early_onset_dystonia.rds","SLC5A6"
"1593","Early_onset_dystonia.rds","SLTM"
"1594","Early_onset_dystonia.rds","SMAD1"
"1595","Early_onset_dystonia.rds","SMARCB1"
"1596","Early_onset_dystonia.rds","SMO"
"1597","Early_onset_dystonia.rds","SMOX"
"1598","Early_onset_dystonia.rds","SMPD1"
"1599","Early_onset_dystonia.rds","SMPD3"
"1600","Early_onset_dystonia.rds","SMPD4"
"1601","Early_onset_dystonia.rds","SNRNP70"
"1602","Early_onset_dystonia.rds","SOS1"
"1603","Early_onset_dystonia.rds","SOX10"
"1604","Early_onset_dystonia.rds","SP100"
"1605","Early_onset_dystonia.rds","SPARCL1"
"1606","Early_onset_dystonia.rds","SPATA13"
"1607","Early_onset_dystonia.rds","SPATS2L"
"1608","Early_onset_dystonia.rds","SPCS2"
"1609","Early_onset_dystonia.rds","SQSTM1"
"1610","Early_onset_dystonia.rds","SRSF5"
"1611","Early_onset_dystonia.rds","SSBP2"
"1612","Early_onset_dystonia.rds","SSR2"
"1613","Early_onset_dystonia.rds","STARD3"
"1614","Early_onset_dystonia.rds","STAT5A"
"1615","Early_onset_dystonia.rds","STAT5B"
"1616","Early_onset_dystonia.rds","STIM2"
"1617","Early_onset_dystonia.rds","STRA6"
"1618","Early_onset_dystonia.rds","STT3B"
"1619","Early_onset_dystonia.rds","SULF1"
"1620","Early_onset_dystonia.rds","SULF2"
"1621","Early_onset_dystonia.rds","SUMF2"
"1622","Early_onset_dystonia.rds","SUOX"
"1623","Early_onset_dystonia.rds","SYMPK"
"1624","Early_onset_dystonia.rds","SYNJ2"
"1625","Early_onset_dystonia.rds","TAGLN"
"1626","Early_onset_dystonia.rds","TARS2"
"1627","Early_onset_dystonia.rds","TATDN3"
"1628","Early_onset_dystonia.rds","TBR1"
"1629","Early_onset_dystonia.rds","TBX19"
"1630","Early_onset_dystonia.rds","TBX4"
"1631","Early_onset_dystonia.rds","TCEA1"
"1632","Early_onset_dystonia.rds","TCF25"
"1633","Early_onset_dystonia.rds","TCTN1"
"1634","Early_onset_dystonia.rds","TDRD3"
"1635","Early_onset_dystonia.rds","TEX10"
"1636","Early_onset_dystonia.rds","TF"
"1637","Early_onset_dystonia.rds","TFAP2A"
"1638","Early_onset_dystonia.rds","TGFB1I1"
"1639","Early_onset_dystonia.rds","TGIF1"
"1640","Early_onset_dystonia.rds","THBS1"
"1641","Early_onset_dystonia.rds","THBS3"
"1642","Early_onset_dystonia.rds","THOC1"
"1643","Early_onset_dystonia.rds","THRA"
"1644","Early_onset_dystonia.rds","TJAP1"
"1645","Early_onset_dystonia.rds","TM7SF2"
"1646","Early_onset_dystonia.rds","TMEM165"
"1647","Early_onset_dystonia.rds","TMEM201"
"1648","Early_onset_dystonia.rds","TMEM67"
"1649","Early_onset_dystonia.rds","TMPRSS4"
"1650","Early_onset_dystonia.rds","TNNT2"
"1651","Early_onset_dystonia.rds","TNS1"
"1652","Early_onset_dystonia.rds","TP53"
"1653","Early_onset_dystonia.rds","TP63"
"1654","Early_onset_dystonia.rds","TP73"
"1655","Early_onset_dystonia.rds","TPCN1"
"1656","Early_onset_dystonia.rds","TPM2"
"1657","Early_onset_dystonia.rds","TPM3"
"1658","Early_onset_dystonia.rds","TPM4"
"1659","Early_onset_dystonia.rds","TPP2"
"1660","Early_onset_dystonia.rds","TPRA1"
"1661","Early_onset_dystonia.rds","TRAF6"
"1662","Early_onset_dystonia.rds","TRMT1"
"1663","Early_onset_dystonia.rds","TRPC3"
"1664","Early_onset_dystonia.rds","TRPV4"
"1665","Early_onset_dystonia.rds","TSC2"
"1666","Early_onset_dystonia.rds","TTK"
"1667","Early_onset_dystonia.rds","TYK2"
"1668","Early_onset_dystonia.rds","UGDH"
"1669","Early_onset_dystonia.rds","VAV2"
"1670","Early_onset_dystonia.rds","VCAN"
"1671","Early_onset_dystonia.rds","VCP"
"1672","Early_onset_dystonia.rds","VDR"
"1673","Early_onset_dystonia.rds","VEZT"
"1674","Early_onset_dystonia.rds","VPS28"
"1675","Early_onset_dystonia.rds","VWF"
"1676","Early_onset_dystonia.rds","WBP11"
"1677","Early_onset_dystonia.rds","WDR11"
"1678","Early_onset_dystonia.rds","XRCC6"
"1679","Early_onset_dystonia.rds","ZC3H14"
"1680","Early_onset_dystonia.rds","ZFAND1"
"1681","Early_onset_dystonia.rds","ZMIZ2"
"1682","Early_onset_dystonia.rds","ZNFX1"
"1683","Genetic_epilepsy_syndromes.rds","ARHGAP42"
"1684","Genetic_epilepsy_syndromes.rds","AAAS"
"1685","Genetic_epilepsy_syndromes.rds","AARSD1"
"1686","Genetic_epilepsy_syndromes.rds","AASS"
"1687","Genetic_epilepsy_syndromes.rds","ABCA1"
"1688","Genetic_epilepsy_syndromes.rds","ABCA2"
"1689","Genetic_epilepsy_syndromes.rds","ABCA3"
"1690","Genetic_epilepsy_syndromes.rds","ABCA5"
"1691","Genetic_epilepsy_syndromes.rds","ABCA6"
"1692","Genetic_epilepsy_syndromes.rds","ABCB1"
"1693","Genetic_epilepsy_syndromes.rds","ABCB4"
"1694","Genetic_epilepsy_syndromes.rds","ABCB7"
"1695","Genetic_epilepsy_syndromes.rds","ABCB8"
"1696","Genetic_epilepsy_syndromes.rds","ABCB9"
"1697","Genetic_epilepsy_syndromes.rds","ABCC1"
"1698","Genetic_epilepsy_syndromes.rds","ABCC10"
"1699","Genetic_epilepsy_syndromes.rds","ABCC5"
"1700","Genetic_epilepsy_syndromes.rds","ABCC8"
"1701","Genetic_epilepsy_syndromes.rds","ABCD3"
"1702","Genetic_epilepsy_syndromes.rds","ABCD4"
"1703","Genetic_epilepsy_syndromes.rds","ABCE1"
"1704","Genetic_epilepsy_syndromes.rds","ABCF1"
"1705","Genetic_epilepsy_syndromes.rds","ABCF2"
"1706","Genetic_epilepsy_syndromes.rds","ABCF3"
"1707","Genetic_epilepsy_syndromes.rds","ABHD17C"
"1708","Genetic_epilepsy_syndromes.rds","ABI1"
"1709","Genetic_epilepsy_syndromes.rds","ABR"
"1710","Genetic_epilepsy_syndromes.rds","ACAA1"
"1711","Genetic_epilepsy_syndromes.rds","ACACB"
"1712","Genetic_epilepsy_syndromes.rds","ACAD10"
"1713","Genetic_epilepsy_syndromes.rds","ACAD8"
"1714","Genetic_epilepsy_syndromes.rds","ACAD9"
"1715","Genetic_epilepsy_syndromes.rds","ACADSB"
"1716","Genetic_epilepsy_syndromes.rds","ACADVL"
"1717","Genetic_epilepsy_syndromes.rds","ACAT1"
"1718","Genetic_epilepsy_syndromes.rds","ACCS"
"1719","Genetic_epilepsy_syndromes.rds","ACLY"
"1720","Genetic_epilepsy_syndromes.rds","ACOT8"
"1721","Genetic_epilepsy_syndromes.rds","ACSF2"
"1722","Genetic_epilepsy_syndromes.rds","ACTC1"
"1723","Genetic_epilepsy_syndromes.rds","ACTG1"
"1724","Genetic_epilepsy_syndromes.rds","ACTG2"
"1725","Genetic_epilepsy_syndromes.rds","ACTR10"
"1726","Genetic_epilepsy_syndromes.rds","ACTR2"
"1727","Genetic_epilepsy_syndromes.rds","ACTR3"
"1728","Genetic_epilepsy_syndromes.rds","ACTR3B"
"1729","Genetic_epilepsy_syndromes.rds","ACVR1B"
"1730","Genetic_epilepsy_syndromes.rds","ACVR2A"
"1731","Genetic_epilepsy_syndromes.rds","ACVRL1"
"1732","Genetic_epilepsy_syndromes.rds","ACY1"
"1733","Genetic_epilepsy_syndromes.rds","ADA"
"1734","Genetic_epilepsy_syndromes.rds","ADAL"
"1735","Genetic_epilepsy_syndromes.rds","ADAM10"
"1736","Genetic_epilepsy_syndromes.rds","ADARB1"
"1737","Genetic_epilepsy_syndromes.rds","ADCY1"
"1738","Genetic_epilepsy_syndromes.rds","ADCY6"
"1739","Genetic_epilepsy_syndromes.rds","ADCY7"
"1740","Genetic_epilepsy_syndromes.rds","ADGRV1"
"1741","Genetic_epilepsy_syndromes.rds","ADNP"
"1742","Genetic_epilepsy_syndromes.rds","ADNP2"
"1743","Genetic_epilepsy_syndromes.rds","AEBP1"
"1744","Genetic_epilepsy_syndromes.rds","AEBP2"
"1745","Genetic_epilepsy_syndromes.rds","AGA"
"1746","Genetic_epilepsy_syndromes.rds","AGL"
"1747","Genetic_epilepsy_syndromes.rds","AGO2"
"1748","Genetic_epilepsy_syndromes.rds","AGO3"
"1749","Genetic_epilepsy_syndromes.rds","AGPAT2"
"1750","Genetic_epilepsy_syndromes.rds","AGXT"
"1751","Genetic_epilepsy_syndromes.rds","AHCYL1"
"1752","Genetic_epilepsy_syndromes.rds","AIFM1"
"1753","Genetic_epilepsy_syndromes.rds","AIPL1"
